Park	State	Area	Year	Month	Recreation Visitors
Acadia NP	Maine	74 sq. miles	1995	1/1/1995	14894
Acadia NP	Maine	74 sq. miles	1995	2/1/1995	20510
Acadia NP	Maine	74 sq. miles	1995	3/1/1995	32120
Acadia NP	Maine	74 sq. miles	1995	4/1/1995	86198
Acadia NP	Maine	74 sq. miles	1995	5/1/1995	175550
Acadia NP	Maine	74 sq. miles	1995	6/1/1995	355270
Acadia NP	Maine	74 sq. miles	1995	7/1/1995	626947
Acadia NP	Maine	74 sq. miles	1995	8/1/1995	753799
Acadia NP	Maine	74 sq. miles	1995	9/1/1995	439553
Acadia NP	Maine	74 sq. miles	1995	10/1/1995	271606
Acadia NP	Maine	74 sq. miles	1995	11/1/1995	54121
Acadia NP	Maine	74 sq. miles	1995	12/1/1995	14810
Acadia NP	Maine	74 sq. miles	1996	1/1/1996	17655
Acadia NP	Maine	74 sq. miles	1996	2/1/1996	15576
Acadia NP	Maine	74 sq. miles	1996	3/1/1996	32452
Acadia NP	Maine	74 sq. miles	1996	4/1/1996	76597
Acadia NP	Maine	74 sq. miles	1996	5/1/1996	166290
Acadia NP	Maine	74 sq. miles	1996	6/1/1996	327723
Acadia NP	Maine	74 sq. miles	1996	7/1/1996	571017
Acadia NP	Maine	74 sq. miles	1996	8/1/1996	714090
Acadia NP	Maine	74 sq. miles	1996	9/1/1996	426562
Acadia NP	Maine	74 sq. miles	1996	10/1/1996	280577
Acadia NP	Maine	74 sq. miles	1996	11/1/1996	56828
Acadia NP	Maine	74 sq. miles	1996	12/1/1996	19464
Acadia NP	Maine	74 sq. miles	1997	1/1/1997	16292
Acadia NP	Maine	74 sq. miles	1997	2/1/1997	17230
Acadia NP	Maine	74 sq. miles	1997	3/1/1997	27035
Acadia NP	Maine	74 sq. miles	1997	4/1/1997	77005
Acadia NP	Maine	74 sq. miles	1997	5/1/1997	132194
Acadia NP	Maine	74 sq. miles	1997	6/1/1997	340064
Acadia NP	Maine	74 sq. miles	1997	7/1/1997	622847
Acadia NP	Maine	74 sq. miles	1997	8/1/1997	758140
Acadia NP	Maine	74 sq. miles	1997	9/1/1997	404808
Acadia NP	Maine	74 sq. miles	1997	10/1/1997	287171
Acadia NP	Maine	74 sq. miles	1997	11/1/1997	57810
Acadia NP	Maine	74 sq. miles	1997	12/1/1997	19710
Acadia NP	Maine	74 sq. miles	1998	1/1/1998	16726
Acadia NP	Maine	74 sq. miles	1998	2/1/1998	17028
Acadia NP	Maine	74 sq. miles	1998	3/1/1998	27500
Acadia NP	Maine	74 sq. miles	1998	4/1/1998	81896
Acadia NP	Maine	74 sq. miles	1998	5/1/1998	148052
Acadia NP	Maine	74 sq. miles	1998	6/1/1998	307208
Acadia NP	Maine	74 sq. miles	1998	7/1/1998	565477
Acadia NP	Maine	74 sq. miles	1998	8/1/1998	701097
Acadia NP	Maine	74 sq. miles	1998	9/1/1998	391378
Acadia NP	Maine	74 sq. miles	1998	10/1/1998	266138
Acadia NP	Maine	74 sq. miles	1998	11/1/1998	55225
Acadia NP	Maine	74 sq. miles	1998	12/1/1998	16772
Acadia NP	Maine	74 sq. miles	1999	1/1/1999	16430
Acadia NP	Maine	74 sq. miles	1999	2/1/1999	17162
Acadia NP	Maine	74 sq. miles	1999	3/1/1999	33688
Acadia NP	Maine	74 sq. miles	1999	4/1/1999	82993
Acadia NP	Maine	74 sq. miles	1999	5/1/1999	174610
Acadia NP	Maine	74 sq. miles	1999	6/1/1999	315980
Acadia NP	Maine	74 sq. miles	1999	7/1/1999	562996
Acadia NP	Maine	74 sq. miles	1999	8/1/1999	639073
Acadia NP	Maine	74 sq. miles	1999	9/1/1999	426024
Acadia NP	Maine	74 sq. miles	1999	10/1/1999	277644
Acadia NP	Maine	74 sq. miles	1999	11/1/1999	39416
Acadia NP	Maine	74 sq. miles	1999	12/1/1999	16211
Acadia NP	Maine	74 sq. miles	2000	1/1/2000	22500
Acadia NP	Maine	74 sq. miles	2000	2/1/2000	23848
Acadia NP	Maine	74 sq. miles	2000	3/1/2000	35423
Acadia NP	Maine	74 sq. miles	2000	4/1/2000	78555
Acadia NP	Maine	74 sq. miles	2000	5/1/2000	166456
Acadia NP	Maine	74 sq. miles	2000	6/1/2000	319208
Acadia NP	Maine	74 sq. miles	2000	7/1/2000	547929
Acadia NP	Maine	74 sq. miles	2000	8/1/2000	594904
Acadia NP	Maine	74 sq. miles	2000	9/1/2000	378135
Acadia NP	Maine	74 sq. miles	2000	10/1/2000	253626
Acadia NP	Maine	74 sq. miles	2000	11/1/2000	33693
Acadia NP	Maine	74 sq. miles	2000	12/1/2000	14961
Acadia NP	Maine	74 sq. miles	2001	1/1/2001	18090
Acadia NP	Maine	74 sq. miles	2001	2/1/2001	23926
Acadia NP	Maine	74 sq. miles	2001	3/1/2001	35473
Acadia NP	Maine	74 sq. miles	2001	4/1/2001	76007
Acadia NP	Maine	74 sq. miles	2001	5/1/2001	157353
Acadia NP	Maine	74 sq. miles	2001	6/1/2001	325242
Acadia NP	Maine	74 sq. miles	2001	7/1/2001	558641
Acadia NP	Maine	74 sq. miles	2001	8/1/2001	630240
Acadia NP	Maine	74 sq. miles	2001	9/1/2001	377456
Acadia NP	Maine	74 sq. miles	2001	10/1/2001	257280
Acadia NP	Maine	74 sq. miles	2001	11/1/2001	41353
Acadia NP	Maine	74 sq. miles	2001	12/1/2001	15490
Acadia NP	Maine	74 sq. miles	2002	1/1/2002	15309
Acadia NP	Maine	74 sq. miles	2002	2/1/2002	25071
Acadia NP	Maine	74 sq. miles	2002	3/1/2002	34498
Acadia NP	Maine	74 sq. miles	2002	4/1/2002	72528
Acadia NP	Maine	74 sq. miles	2002	5/1/2002	163145
Acadia NP	Maine	74 sq. miles	2002	6/1/2002	325441
Acadia NP	Maine	74 sq. miles	2002	7/1/2002	571119
Acadia NP	Maine	74 sq. miles	2002	8/1/2002	636824
Acadia NP	Maine	74 sq. miles	2002	9/1/2002	392531
Acadia NP	Maine	74 sq. miles	2002	10/1/2002	271312
Acadia NP	Maine	74 sq. miles	2002	11/1/2002	36589
Acadia NP	Maine	74 sq. miles	2002	12/1/2002	14205
Acadia NP	Maine	74 sq. miles	2003	1/1/2003	22917
Acadia NP	Maine	74 sq. miles	2003	2/1/2003	21993
Acadia NP	Maine	74 sq. miles	2003	3/1/2003	34274
Acadia NP	Maine	74 sq. miles	2003	4/1/2003	68444
Acadia NP	Maine	74 sq. miles	2003	5/1/2003	135443
Acadia NP	Maine	74 sq. miles	2003	6/1/2003	309230
Acadia NP	Maine	74 sq. miles	2003	7/1/2003	547836
Acadia NP	Maine	74 sq. miles	2003	8/1/2003	595191
Acadia NP	Maine	74 sq. miles	2003	9/1/2003	376060
Acadia NP	Maine	74 sq. miles	2003	10/1/2003	262412
Acadia NP	Maine	74 sq. miles	2003	11/1/2003	44294
Acadia NP	Maine	74 sq. miles	2003	12/1/2003	12968
Acadia NP	Maine	74 sq. miles	2004	1/1/2004	11861
Acadia NP	Maine	74 sq. miles	2004	2/1/2004	14266
Acadia NP	Maine	74 sq. miles	2004	3/1/2004	20952
Acadia NP	Maine	74 sq. miles	2004	4/1/2004	60180
Acadia NP	Maine	74 sq. miles	2004	5/1/2004	134597
Acadia NP	Maine	74 sq. miles	2004	6/1/2004	305134
Acadia NP	Maine	74 sq. miles	2004	7/1/2004	471406
Acadia NP	Maine	74 sq. miles	2004	8/1/2004	524675
Acadia NP	Maine	74 sq. miles	2004	9/1/2004	357146
Acadia NP	Maine	74 sq. miles	2004	10/1/2004	261284
Acadia NP	Maine	74 sq. miles	2004	11/1/2004	34125
Acadia NP	Maine	74 sq. miles	2004	12/1/2004	12221
Acadia NP	Maine	74 sq. miles	2005	1/1/2005	10810
Acadia NP	Maine	74 sq. miles	2005	2/1/2005	11831
Acadia NP	Maine	74 sq. miles	2005	3/1/2005	18917
Acadia NP	Maine	74 sq. miles	2005	4/1/2005	59773
Acadia NP	Maine	74 sq. miles	2005	5/1/2005	110330
Acadia NP	Maine	74 sq. miles	2005	6/1/2005	275175
Acadia NP	Maine	74 sq. miles	2005	7/1/2005	468512
Acadia NP	Maine	74 sq. miles	2005	8/1/2005	519350
Acadia NP	Maine	74 sq. miles	2005	9/1/2005	321070
Acadia NP	Maine	74 sq. miles	2005	10/1/2005	207599
Acadia NP	Maine	74 sq. miles	2005	11/1/2005	37101
Acadia NP	Maine	74 sq. miles	2005	12/1/2005	11016
Acadia NP	Maine	74 sq. miles	2006	1/1/2006	13494
Acadia NP	Maine	74 sq. miles	2006	2/1/2006	12924
Acadia NP	Maine	74 sq. miles	2006	3/1/2006	21695
Acadia NP	Maine	74 sq. miles	2006	4/1/2006	59034
Acadia NP	Maine	74 sq. miles	2006	5/1/2006	120889
Acadia NP	Maine	74 sq. miles	2006	6/1/2006	244333
Acadia NP	Maine	74 sq. miles	2006	7/1/2006	476631
Acadia NP	Maine	74 sq. miles	2006	8/1/2006	506833
Acadia NP	Maine	74 sq. miles	2006	9/1/2006	330649
Acadia NP	Maine	74 sq. miles	2006	10/1/2006	249850
Acadia NP	Maine	74 sq. miles	2006	11/1/2006	33903
Acadia NP	Maine	74 sq. miles	2006	12/1/2006	13353
Acadia NP	Maine	74 sq. miles	2007	1/1/2007	12415
Acadia NP	Maine	74 sq. miles	2007	2/1/2007	11068
Acadia NP	Maine	74 sq. miles	2007	3/1/2007	19220
Acadia NP	Maine	74 sq. miles	2007	4/1/2007	61775
Acadia NP	Maine	74 sq. miles	2007	5/1/2007	132152
Acadia NP	Maine	74 sq. miles	2007	6/1/2007	273765
Acadia NP	Maine	74 sq. miles	2007	7/1/2007	461894
Acadia NP	Maine	74 sq. miles	2007	8/1/2007	544892
Acadia NP	Maine	74 sq. miles	2007	9/1/2007	371217
Acadia NP	Maine	74 sq. miles	2007	10/1/2007	263311
Acadia NP	Maine	74 sq. miles	2007	11/1/2007	41449
Acadia NP	Maine	74 sq. miles	2007	12/1/2007	9070
Acadia NP	Maine	74 sq. miles	2008	1/1/2008	10744
Acadia NP	Maine	74 sq. miles	2008	2/1/2008	11131
Acadia NP	Maine	74 sq. miles	2008	3/1/2008	17489
Acadia NP	Maine	74 sq. miles	2008	4/1/2008	53798
Acadia NP	Maine	74 sq. miles	2008	5/1/2008	125679
Acadia NP	Maine	74 sq. miles	2008	6/1/2008	263542
Acadia NP	Maine	74 sq. miles	2008	7/1/2008	470295
Acadia NP	Maine	74 sq. miles	2008	8/1/2008	514443
Acadia NP	Maine	74 sq. miles	2008	9/1/2008	319582
Acadia NP	Maine	74 sq. miles	2008	10/1/2008	246533
Acadia NP	Maine	74 sq. miles	2008	11/1/2008	32759
Acadia NP	Maine	74 sq. miles	2008	12/1/2008	9862
Acadia NP	Maine	74 sq. miles	2009	1/1/2009	9366
Acadia NP	Maine	74 sq. miles	2009	2/1/2009	9751
Acadia NP	Maine	74 sq. miles	2009	3/1/2009	19258
Acadia NP	Maine	74 sq. miles	2009	4/1/2009	59277
Acadia NP	Maine	74 sq. miles	2009	5/1/2009	129885
Acadia NP	Maine	74 sq. miles	2009	6/1/2009	244780
Acadia NP	Maine	74 sq. miles	2009	7/1/2009	457622
Acadia NP	Maine	74 sq. miles	2009	8/1/2009	586446
Acadia NP	Maine	74 sq. miles	2009	9/1/2009	399789
Acadia NP	Maine	74 sq. miles	2009	10/1/2009	258007
Acadia NP	Maine	74 sq. miles	2009	11/1/2009	44042
Acadia NP	Maine	74 sq. miles	2009	12/1/2009	9475
Acadia NP	Maine	74 sq. miles	2010	1/1/2010	10510
Acadia NP	Maine	74 sq. miles	2010	2/1/2010	13398
Acadia NP	Maine	74 sq. miles	2010	3/1/2010	26080
Acadia NP	Maine	74 sq. miles	2010	4/1/2010	57992
Acadia NP	Maine	74 sq. miles	2010	5/1/2010	169898
Acadia NP	Maine	74 sq. miles	2010	6/1/2010	286635
Acadia NP	Maine	74 sq. miles	2010	7/1/2010	545382
Acadia NP	Maine	74 sq. miles	2010	8/1/2010	627918
Acadia NP	Maine	74 sq. miles	2010	9/1/2010	431001
Acadia NP	Maine	74 sq. miles	2010	10/1/2010	289114
Acadia NP	Maine	74 sq. miles	2010	11/1/2010	36736
Acadia NP	Maine	74 sq. miles	2010	12/1/2010	9544
Acadia NP	Maine	74 sq. miles	2011	1/1/2011	10428
Acadia NP	Maine	74 sq. miles	2011	2/1/2011	9533
Acadia NP	Maine	74 sq. miles	2011	3/1/2011	19510
Acadia NP	Maine	74 sq. miles	2011	4/1/2011	58307
Acadia NP	Maine	74 sq. miles	2011	5/1/2011	132720
Acadia NP	Maine	74 sq. miles	2011	6/1/2011	297222
Acadia NP	Maine	74 sq. miles	2011	7/1/2011	559892
Acadia NP	Maine	74 sq. miles	2011	8/1/2011	583153
Acadia NP	Maine	74 sq. miles	2011	9/1/2011	387868
Acadia NP	Maine	74 sq. miles	2011	10/1/2011	270477
Acadia NP	Maine	74 sq. miles	2011	11/1/2011	34192
Acadia NP	Maine	74 sq. miles	2011	12/1/2011	11343
Acadia NP	Maine	74 sq. miles	2012	1/1/2012	11930
Acadia NP	Maine	74 sq. miles	2012	2/1/2012	12388
Acadia NP	Maine	74 sq. miles	2012	3/1/2012	22684
Acadia NP	Maine	74 sq. miles	2012	4/1/2012	59471
Acadia NP	Maine	74 sq. miles	2012	5/1/2012	157406
Acadia NP	Maine	74 sq. miles	2012	6/1/2012	309198
Acadia NP	Maine	74 sq. miles	2012	7/1/2012	539234
Acadia NP	Maine	74 sq. miles	2012	8/1/2012	574307
Acadia NP	Maine	74 sq. miles	2012	9/1/2012	391810
Acadia NP	Maine	74 sq. miles	2012	10/1/2012	302932
Acadia NP	Maine	74 sq. miles	2012	11/1/2012	38385
Acadia NP	Maine	74 sq. miles	2012	12/1/2012	11307
Acadia NP	Maine	74 sq. miles	2013	1/1/2013	11249
Acadia NP	Maine	74 sq. miles	2013	2/1/2013	9869
Acadia NP	Maine	74 sq. miles	2013	3/1/2013	20631
Acadia NP	Maine	74 sq. miles	2013	4/1/2013	47090
Acadia NP	Maine	74 sq. miles	2013	5/1/2013	133653
Acadia NP	Maine	74 sq. miles	2013	6/1/2013	315791
Acadia NP	Maine	74 sq. miles	2013	7/1/2013	555308
Acadia NP	Maine	74 sq. miles	2013	8/1/2013	617306
Acadia NP	Maine	74 sq. miles	2013	9/1/2013	400400
Acadia NP	Maine	74 sq. miles	2013	10/1/2013	94904
Acadia NP	Maine	74 sq. miles	2013	11/1/2013	41181
Acadia NP	Maine	74 sq. miles	2013	12/1/2013	7540
Acadia NP	Maine	74 sq. miles	2014	1/1/2014	10459
Acadia NP	Maine	74 sq. miles	2014	2/1/2014	10258
Acadia NP	Maine	74 sq. miles	2014	3/1/2014	17502
Acadia NP	Maine	74 sq. miles	2014	4/1/2014	57211
Acadia NP	Maine	74 sq. miles	2014	5/1/2014	153013
Acadia NP	Maine	74 sq. miles	2014	6/1/2014	338845
Acadia NP	Maine	74 sq. miles	2014	7/1/2014	561073
Acadia NP	Maine	74 sq. miles	2014	8/1/2014	638152
Acadia NP	Maine	74 sq. miles	2014	9/1/2014	418173
Acadia NP	Maine	74 sq. miles	2014	10/1/2014	313920
Acadia NP	Maine	74 sq. miles	2014	11/1/2014	31013
Acadia NP	Maine	74 sq. miles	2014	12/1/2014	13510
Glacier NP	Montana	1583 sq. miles	1995	1/1/1995	8441
Glacier NP	Montana	1583 sq. miles	1995	2/1/1995	10573
Glacier NP	Montana	1583 sq. miles	1995	3/1/1995	16013
Glacier NP	Montana	1583 sq. miles	1995	4/1/1995	25869
Glacier NP	Montana	1583 sq. miles	1995	5/1/1995	110206
Glacier NP	Montana	1583 sq. miles	1995	6/1/1995	249808
Glacier NP	Montana	1583 sq. miles	1995	7/1/1995	552643
Glacier NP	Montana	1583 sq. miles	1995	8/1/1995	515842
Glacier NP	Montana	1583 sq. miles	1995	9/1/1995	289248
Glacier NP	Montana	1583 sq. miles	1995	10/1/1995	51025
Glacier NP	Montana	1583 sq. miles	1995	11/1/1995	7395
Glacier NP	Montana	1583 sq. miles	1995	12/1/1995	2455
Glacier NP	Montana	1583 sq. miles	1996	1/1/1996	5227
Glacier NP	Montana	1583 sq. miles	1996	2/1/1996	11058
Glacier NP	Montana	1583 sq. miles	1996	3/1/1996	12934
Glacier NP	Montana	1583 sq. miles	1996	4/1/1996	25388
Glacier NP	Montana	1583 sq. miles	1996	5/1/1996	100027
Glacier NP	Montana	1583 sq. miles	1996	6/1/1996	251397
Glacier NP	Montana	1583 sq. miles	1996	7/1/1996	515064
Glacier NP	Montana	1583 sq. miles	1996	8/1/1996	477618
Glacier NP	Montana	1583 sq. miles	1996	9/1/1996	254310
Glacier NP	Montana	1583 sq. miles	1996	10/1/1996	60231
Glacier NP	Montana	1583 sq. miles	1996	11/1/1996	2589
Glacier NP	Montana	1583 sq. miles	1996	12/1/1996	4962
Glacier NP	Montana	1583 sq. miles	1997	1/1/1997	6591
Glacier NP	Montana	1583 sq. miles	1997	2/1/1997	8618
Glacier NP	Montana	1583 sq. miles	1997	3/1/1997	11710
Glacier NP	Montana	1583 sq. miles	1997	4/1/1997	16116
Glacier NP	Montana	1583 sq. miles	1997	5/1/1997	64446
Glacier NP	Montana	1583 sq. miles	1997	6/1/1997	209675
Glacier NP	Montana	1583 sq. miles	1997	7/1/1997	517028
Glacier NP	Montana	1583 sq. miles	1997	8/1/1997	517010
Glacier NP	Montana	1583 sq. miles	1997	9/1/1997	281018
Glacier NP	Montana	1583 sq. miles	1997	10/1/1997	53262
Glacier NP	Montana	1583 sq. miles	1997	11/1/1997	15168
Glacier NP	Montana	1583 sq. miles	1997	12/1/1997	8214
Glacier NP	Montana	1583 sq. miles	1998	1/1/1998	7481
Glacier NP	Montana	1583 sq. miles	1998	2/1/1998	9686
Glacier NP	Montana	1583 sq. miles	1998	3/1/1998	13316
Glacier NP	Montana	1583 sq. miles	1998	4/1/1998	24166
Glacier NP	Montana	1583 sq. miles	1998	5/1/1998	89146
Glacier NP	Montana	1583 sq. miles	1998	6/1/1998	255237
Glacier NP	Montana	1583 sq. miles	1998	7/1/1998	540488
Glacier NP	Montana	1583 sq. miles	1998	8/1/1998	528716
Glacier NP	Montana	1583 sq. miles	1998	9/1/1998	286602
Glacier NP	Montana	1583 sq. miles	1998	10/1/1998	57164
Glacier NP	Montana	1583 sq. miles	1998	11/1/1998	12029
Glacier NP	Montana	1583 sq. miles	1998	12/1/1998	6913
Glacier NP	Montana	1583 sq. miles	1999	1/1/1999	7050
Glacier NP	Montana	1583 sq. miles	1999	2/1/1999	8371
Glacier NP	Montana	1583 sq. miles	1999	3/1/1999	13788
Glacier NP	Montana	1583 sq. miles	1999	4/1/1999	20112
Glacier NP	Montana	1583 sq. miles	1999	5/1/1999	81002
Glacier NP	Montana	1583 sq. miles	1999	6/1/1999	232339
Glacier NP	Montana	1583 sq. miles	1999	7/1/1999	526595
Glacier NP	Montana	1583 sq. miles	1999	8/1/1999	491717
Glacier NP	Montana	1583 sq. miles	1999	9/1/1999	232246
Glacier NP	Montana	1583 sq. miles	1999	10/1/1999	50378
Glacier NP	Montana	1583 sq. miles	1999	11/1/1999	13484
Glacier NP	Montana	1583 sq. miles	1999	12/1/1999	7522
Glacier NP	Montana	1583 sq. miles	2000	1/1/2000	8118
Glacier NP	Montana	1583 sq. miles	2000	2/1/2000	8656
Glacier NP	Montana	1583 sq. miles	2000	3/1/2000	12112
Glacier NP	Montana	1583 sq. miles	2000	4/1/2000	20796
Glacier NP	Montana	1583 sq. miles	2000	5/1/2000	86594
Glacier NP	Montana	1583 sq. miles	2000	6/1/2000	243723
Glacier NP	Montana	1583 sq. miles	2000	7/1/2000	514937
Glacier NP	Montana	1583 sq. miles	2000	8/1/2000	522578
Glacier NP	Montana	1583 sq. miles	2000	9/1/2000	231886
Glacier NP	Montana	1583 sq. miles	2000	10/1/2000	59849
Glacier NP	Montana	1583 sq. miles	2000	11/1/2000	11922
Glacier NP	Montana	1583 sq. miles	2000	12/1/2000	7522
Glacier NP	Montana	1583 sq. miles	2001	1/1/2001	8380
Glacier NP	Montana	1583 sq. miles	2001	2/1/2001	8451
Glacier NP	Montana	1583 sq. miles	2001	3/1/2001	13677
Glacier NP	Montana	1583 sq. miles	2001	4/1/2001	18388
Glacier NP	Montana	1583 sq. miles	2001	5/1/2001	90692
Glacier NP	Montana	1583 sq. miles	2001	6/1/2001	230625
Glacier NP	Montana	1583 sq. miles	2001	7/1/2001	490693
Glacier NP	Montana	1583 sq. miles	2001	8/1/2001	485240
Glacier NP	Montana	1583 sq. miles	2001	9/1/2001	261525
Glacier NP	Montana	1583 sq. miles	2001	10/1/2001	53852
Glacier NP	Montana	1583 sq. miles	2001	11/1/2001	15704
Glacier NP	Montana	1583 sq. miles	2001	12/1/2001	3387
Glacier NP	Montana	1583 sq. miles	2002	1/1/2002	6171
Glacier NP	Montana	1583 sq. miles	2002	2/1/2002	9065
Glacier NP	Montana	1583 sq. miles	2002	3/1/2002	9097
Glacier NP	Montana	1583 sq. miles	2002	4/1/2002	18887
Glacier NP	Montana	1583 sq. miles	2002	5/1/2002	82027
Glacier NP	Montana	1583 sq. miles	2002	6/1/2002	225695
Glacier NP	Montana	1583 sq. miles	2002	7/1/2002	585823
Glacier NP	Montana	1583 sq. miles	2002	8/1/2002	549161
Glacier NP	Montana	1583 sq. miles	2002	9/1/2002	305959
Glacier NP	Montana	1583 sq. miles	2002	10/1/2002	87651
Glacier NP	Montana	1583 sq. miles	2002	11/1/2002	17819
Glacier NP	Montana	1583 sq. miles	2002	12/1/2002	8334
Glacier NP	Montana	1583 sq. miles	2003	1/1/2003	9321
Glacier NP	Montana	1583 sq. miles	2003	2/1/2003	17673
Glacier NP	Montana	1583 sq. miles	2003	3/1/2003	12414
Glacier NP	Montana	1583 sq. miles	2003	4/1/2003	31312
Glacier NP	Montana	1583 sq. miles	2003	5/1/2003	97852
Glacier NP	Montana	1583 sq. miles	2003	6/1/2003	370232
Glacier NP	Montana	1583 sq. miles	2003	7/1/2003	490284
Glacier NP	Montana	1583 sq. miles	2003	8/1/2003	261481
Glacier NP	Montana	1583 sq. miles	2003	9/1/2003	235172
Glacier NP	Montana	1583 sq. miles	2003	10/1/2003	107295
Glacier NP	Montana	1583 sq. miles	2003	11/1/2003	20937
Glacier NP	Montana	1583 sq. miles	2003	12/1/2003	10073
Glacier NP	Montana	1583 sq. miles	2004	1/1/2004	8647
Glacier NP	Montana	1583 sq. miles	2004	2/1/2004	12512
Glacier NP	Montana	1583 sq. miles	2004	3/1/2004	16805
Glacier NP	Montana	1583 sq. miles	2004	4/1/2004	54898
Glacier NP	Montana	1583 sq. miles	2004	5/1/2004	116163
Glacier NP	Montana	1583 sq. miles	2004	6/1/2004	281589
Glacier NP	Montana	1583 sq. miles	2004	7/1/2004	541644
Glacier NP	Montana	1583 sq. miles	2004	8/1/2004	602042
Glacier NP	Montana	1583 sq. miles	2004	9/1/2004	288378
Glacier NP	Montana	1583 sq. miles	2004	10/1/2004	89257
Glacier NP	Montana	1583 sq. miles	2004	11/1/2004	11824
Glacier NP	Montana	1583 sq. miles	2004	12/1/2004	10174
Glacier NP	Montana	1583 sq. miles	2005	1/1/2005	7444
Glacier NP	Montana	1583 sq. miles	2005	2/1/2005	12496
Glacier NP	Montana	1583 sq. miles	2005	3/1/2005	16490
Glacier NP	Montana	1583 sq. miles	2005	4/1/2005	54609
Glacier NP	Montana	1583 sq. miles	2005	5/1/2005	131566
Glacier NP	Montana	1583 sq. miles	2005	6/1/2005	286605
Glacier NP	Montana	1583 sq. miles	2005	7/1/2005	561774
Glacier NP	Montana	1583 sq. miles	2005	8/1/2005	498836
Glacier NP	Montana	1583 sq. miles	2005	9/1/2005	269149
Glacier NP	Montana	1583 sq. miles	2005	10/1/2005	64658
Glacier NP	Montana	1583 sq. miles	2005	11/1/2005	11848
Glacier NP	Montana	1583 sq. miles	2005	12/1/2005	9626
Glacier NP	Montana	1583 sq. miles	2006	1/1/2006	10009
Glacier NP	Montana	1583 sq. miles	2006	2/1/2006	10702
Glacier NP	Montana	1583 sq. miles	2006	3/1/2006	12439
Glacier NP	Montana	1583 sq. miles	2006	4/1/2006	23373
Glacier NP	Montana	1583 sq. miles	2006	5/1/2006	100842
Glacier NP	Montana	1583 sq. miles	2006	6/1/2006	324244
Glacier NP	Montana	1583 sq. miles	2006	7/1/2006	587137
Glacier NP	Montana	1583 sq. miles	2006	8/1/2006	493092
Glacier NP	Montana	1583 sq. miles	2006	9/1/2006	287424
Glacier NP	Montana	1583 sq. miles	2006	10/1/2006	87759
Glacier NP	Montana	1583 sq. miles	2006	11/1/2006	16606
Glacier NP	Montana	1583 sq. miles	2006	12/1/2006	10772
Glacier NP	Montana	1583 sq. miles	2007	1/1/2007	12167
Glacier NP	Montana	1583 sq. miles	2007	2/1/2007	12086
Glacier NP	Montana	1583 sq. miles	2007	3/1/2007	26534
Glacier NP	Montana	1583 sq. miles	2007	4/1/2007	34659
Glacier NP	Montana	1583 sq. miles	2007	5/1/2007	137220
Glacier NP	Montana	1583 sq. miles	2007	6/1/2007	341317
Glacier NP	Montana	1583 sq. miles	2007	7/1/2007	621046
Glacier NP	Montana	1583 sq. miles	2007	8/1/2007	492343
Glacier NP	Montana	1583 sq. miles	2007	9/1/2007	311589
Glacier NP	Montana	1583 sq. miles	2007	10/1/2007	66059
Glacier NP	Montana	1583 sq. miles	2007	11/1/2007	18688
Glacier NP	Montana	1583 sq. miles	2007	12/1/2007	9621
Glacier NP	Montana	1583 sq. miles	2008	1/1/2008	9324
Glacier NP	Montana	1583 sq. miles	2008	2/1/2008	10966
Glacier NP	Montana	1583 sq. miles	2008	3/1/2008	13850
Glacier NP	Montana	1583 sq. miles	2008	4/1/2008	17129
Glacier NP	Montana	1583 sq. miles	2008	5/1/2008	85554
Glacier NP	Montana	1583 sq. miles	2008	6/1/2008	287059
Glacier NP	Montana	1583 sq. miles	2008	7/1/2008	523881
Glacier NP	Montana	1583 sq. miles	2008	8/1/2008	514317
Glacier NP	Montana	1583 sq. miles	2008	9/1/2008	262782
Glacier NP	Montana	1583 sq. miles	2008	10/1/2008	58605
Glacier NP	Montana	1583 sq. miles	2008	11/1/2008	16544
Glacier NP	Montana	1583 sq. miles	2008	12/1/2008	8016
Glacier NP	Montana	1583 sq. miles	2009	1/1/2009	9800
Glacier NP	Montana	1583 sq. miles	2009	2/1/2009	11642
Glacier NP	Montana	1583 sq. miles	2009	3/1/2009	10647
Glacier NP	Montana	1583 sq. miles	2009	4/1/2009	21805
Glacier NP	Montana	1583 sq. miles	2009	5/1/2009	102993
Glacier NP	Montana	1583 sq. miles	2009	6/1/2009	327572
Glacier NP	Montana	1583 sq. miles	2009	7/1/2009	603681
Glacier NP	Montana	1583 sq. miles	2009	8/1/2009	541997
Glacier NP	Montana	1583 sq. miles	2009	9/1/2009	325257
Glacier NP	Montana	1583 sq. miles	2009	10/1/2009	49525
Glacier NP	Montana	1583 sq. miles	2009	11/1/2009	15801
Glacier NP	Montana	1583 sq. miles	2009	12/1/2009	10628
Glacier NP	Montana	1583 sq. miles	2010	1/1/2010	10005
Glacier NP	Montana	1583 sq. miles	2010	2/1/2010	10811
Glacier NP	Montana	1583 sq. miles	2010	3/1/2010	14646
Glacier NP	Montana	1583 sq. miles	2010	4/1/2010	24111
Glacier NP	Montana	1583 sq. miles	2010	5/1/2010	106316
Glacier NP	Montana	1583 sq. miles	2010	6/1/2010	337120
Glacier NP	Montana	1583 sq. miles	2010	7/1/2010	673359
Glacier NP	Montana	1583 sq. miles	2010	8/1/2010	632971
Glacier NP	Montana	1583 sq. miles	2010	9/1/2010	300275
Glacier NP	Montana	1583 sq. miles	2010	10/1/2010	66155
